Term,Category,x,y
"Private outdoor pool - available all year, lap pool",Facilities/Outdoors,-8.525918,-43.317802
"Private outdoor pool - available all year, open 24 hours",Facilities/Outdoors,-12.123233,-51.02658
"Private outdoor pool - available all year, open 24 hours, heated",Facilities/Outdoors,-11.554565,-45.318108
"Private outdoor pool - available all year, open 24 hours, heated, infinity",Facilities/Outdoors,-11.979478,-45.45119
"Private outdoor pool - available all year, open 24 hours, heated, infinity, lap pool, pool cover",Facilities/Outdoors,-12.925659,-45.86783
"Private outdoor pool - available all year, open 24 hours, heated, infinity, olympic-sized, pool cover, pool toys",Facilities/Outdoors,-15.444662,-36.195236
"Private outdoor pool - available all year, open 24 hours, heated, infinity, pool cover",Facilities/Outdoors,-12.837806,-45.956333
"Private outdoor pool - available all year, open 24 hours, heated, infinity, pool cover, pool toys",Facilities/Outdoors,-15.69064,-36.08705
"Private outdoor pool - available all year, open 24 hours, heated, infinity, pool cover, saltwater",Facilities/Outdoors,-13.992598,-44.559628
"Private outdoor pool - available all year, open 24 hours, heated, infinity, saltwater",Facilities/Outdoors,-13.995938,-43.734554
"Private outdoor pool - available all year, open 24 hours, heated, lap pool",Facilities/Outdoors,-12.400004,-45.448765
"Private outdoor pool - available all year, open 24 hours, heated, lap pool, pool cover, pool toys",Facilities/Outdoors,-15.722426,-36.08682
"Private outdoor pool - available all year, open 24 hours, heated, lap pool, pool cover, saltwater",Facilities/Outdoors,-14.1674185,-44.611633
"Private outdoor pool - available all year, open 24 hours, heated, lap pool, saltwater",Facilities/Outdoors,-14.1264715,-44.033806
"Private outdoor pool - available all year, open 24 hours, heated, pool cover",Facilities/Outdoors,-12.818285,-45.92769
"Private outdoor pool - available all year, open 24 hours, heated, pool cover, pool toys",Facilities/Outdoors,-15.766185,-35.981316
"Private outdoor pool - available all year, open 24 hours, heated, pool cover, pool toys, saltwater",Facilities/Outdoors,-16.671116,-36.78888
"Private outdoor pool - available all year, open 24 hours, heated, pool cover, pool toys, water slide",Facilities/Outdoors,-15.838573,-36.13601
"Private outdoor pool - available all year, open 24 hours, heated, pool cover, saltwater",Facilities/Outdoors,-14.127379,-44.53167
"Private outdoor pool - available all year, open 24 hours, heated, pool cover, saltwater, water slide",Facilities/Outdoors,-14.064156,-45.121758
"Private outdoor pool - available all year, open 24 hours, heated, pool cover, water slide",Facilities/Outdoors,-13.678842,-45.791103
"Private outdoor pool - available all year, open 24 hours, heated, pool toys",Facilities/Outdoors,-15.798345,-35.606266
"Private outdoor pool - available all year, open 24 hours, heated, pool toys, saltwater",Facilities/Outdoors,-16.924238,-36.583336
"Private outdoor pool - available all year, open 24 hours, heated, rooftop, saltwater",Facilities/Outdoors,-14.315558,-43.503212
"Private outdoor pool - available all year, open 24 hours, heated, saltwater",Facilities/Outdoors,-14.027777,-43.71721
"Private outdoor pool - available all year, open 24 hours, infinity",Facilities/Outdoors,-12.494818,-50.854336
"Private outdoor pool - available all year, open 24 hours, infinity, lap pool",Facilities/Outdoors,-12.853419,-49.557156
"Private outdoor pool - available all year, open 24 hours, infinity, pool cover",Facilities/Outdoors,-13.565785,-47.40631
"Private outdoor pool - available all year, open 24 hours, infinity, pool cover, pool toys",Facilities/Outdoors,-16.48799,-35.218327
"Private outdoor pool - available all year, open 24 hours, infinity, pool cover, saltwater",Facilities/Outdoors,-15.410382,-44.534237
"Private outdoor pool - available all year, open 24 hours, infinity, pool toys",Facilities/Outdoors,-16.939922,-34.653458
"Private outdoor pool - available all year, open 24 hours, infinity, pool toys, saltwater",Facilities/Outdoors,-17.490593,-35.80243
"Private outdoor pool - available all year, open 24 hours, infinity, rooftop",Facilities/Outdoors,-10.22455,-48.565178
"Private outdoor pool - available all year, open 24 hours, infinity, saltwater",Facilities/Outdoors,-16.44812,-43.55633
"Private outdoor pool - available all year, open 24 hours, lap pool",Facilities/Outdoors,-12.971829,-49.47875
"Private outdoor pool - available all year, open 24 hours, lap pool, pool cover",Facilities/Outdoors,-13.732545,-47.804623
"Private outdoor pool - available all year, open 24 hours, lap pool, pool cover, saltwater",Facilities/Outdoors,-15.229386,-44.434727
"Private outdoor pool - available all year, open 24 hours, lap pool, pool toys",Facilities/Outdoors,-16.63672,-34.780636
"Private outdoor pool - available all year, open 24 hours, lap pool, rooftop",Facilities/Outdoors,-10.686744,-48.43235
"Private outdoor pool - available all year, open 24 hours, lap pool, saltwater",Facilities/Outdoors,-15.74929,-43.62013
"Private outdoor pool - available all year, open 24 hours, pool cover",Facilities/Outdoors,-13.726298,-47.49635
"Private outdoor pool - available all year, open 24 hours, pool cover, pool toys",Facilities/Outdoors,-16.299011,-35.25241
"Private outdoor pool - available all year, open 24 hours, pool cover, pool toys, rooftop",Facilities/Outdoors,-16.454412,-35.340225
"Private outdoor pool - available all year, open 24 hours, pool cover, pool toys, saltwater",Facilities/Outdoors,-17.04499,-36.251766
"Private outdoor pool - available all year, open 24 hours, pool cover, pool toys, water slide",Facilities/Outdoors,-16.315104,-35.49007
"Private outdoor pool - available all year, open 24 hours, pool cover, rooftop",Facilities/Outdoors,-10.661471,-48.123466
"Private outdoor pool - available all year, open 24 hours, pool cover, saltwater",Facilities/Outdoors,-15.419555,-44.526924
"Private outdoor pool - available all year, open 24 hours, pool cover, water slide",Facilities/Outdoors,-14.940346,-47.271946
"Private outdoor pool - available all year, open 24 hours, pool toys",Facilities/Outdoors,-16.754929,-34.51018
"Private outdoor pool - available all year, open 24 hours, pool toys, saltwater",Facilities/Outdoors,-17.425238,-35.940308
"Private outdoor pool - available all year, open 24 hours, rooftop",Facilities/Outdoors,-10.164984,-48.502617
"Private outdoor pool - available all year, open 24 hours, saltwater",Facilities/Outdoors,-16.519917,-43.61421
"Private outdoor pool - available all year, open 24 hours, water slide",Facilities/Outdoors,-15.51832,-47.57536
"Private outdoor pool - available all year, open specific hours",Facilities/Outdoors,-12.422019,-51.525906
"Private outdoor pool - available all year, open specific hours, heated",Facilities/Outdoors,-11.299427,-45.41554
"Private outdoor pool - available all year, open specific hours, heated, lap pool, pool cover, saltwater",Facilities/Outdoors,-14.455772,-44.654926
"Private outdoor pool - available all year, open specific hours, heated, pool cover, pool toys, saltwater",Facilities/Outdoors,-16.79684,-36.96582
"Private outdoor pool - available all year, open specific hours, heated, pool cover, rooftop, saltwater",Facilities/Outdoors,-14.552388,-44.31855
"Private outdoor pool - available all year, open specific hours, heated, rooftop",Facilities/Outdoors,-10.063404,-47.619816
"Private outdoor pool - available all year, open specific hours, infinity",Facilities/Outdoors,-12.622986,-51.34186
"Private outdoor pool - available all year, open specific hours, infinity, saltwater",Facilities/Outdoors,-16.575329,-43.66617
"Private outdoor pool - available all year, open specific hours, lap pool",Facilities/Outdoors,-12.963416,-49.736557
"Private outdoor pool - available all year, open specific hours, lap pool, saltwater",Facilities/Outdoors,-15.9202385,-43.690907
"Private outdoor pool - available all year, open specific hours, pool cover",Facilities/Outdoors,-14.10281,-47.73225
"Private outdoor pool - available all year, open specific hours, pool cover, saltwater",Facilities/Outdoors,-15.641836,-44.488735
"Private outdoor pool - available all year, open specific hours, pool cover, water slide",Facilities/Outdoors,-15.082544,-47.297966
"Private outdoor pool - available all year, open specific hours, pool toys, saltwater",Facilities/Outdoors,-17.546515,-36.064396
"Private outdoor pool - available all year, open specific hours, rooftop",Facilities/Outdoors,-9.886314,-48.405617
"Private outdoor pool - available all year, open specific hours, saltwater",Facilities/Outdoors,-16.604237,-43.74416
"Private outdoor pool - available all year, open specific hours, water slide",Facilities/Outdoors,-15.550424,-47.566982
"Private outdoor pool - available all year, pool cover",Facilities/Outdoors,-9.718459,-41.691742
"Private outdoor pool - available all year, pool cover, saltwater",Facilities/Outdoors,-12.116518,-41.44552
"Private outdoor pool - available all year, pool toys",Facilities/Outdoors,-13.88715,-35.317535
"Private outdoor pool - available all year, pool toys, saltwater",Facilities/Outdoors,-13.647649,-35.274353
"Private outdoor pool - available all year, rooftop",Facilities/Outdoors,-4.5655346,-42.16913
"Private outdoor pool - available all year, saltwater",Facilities/Outdoors,-13.355389,-41.09335
Private outdoor pool - available seasonally,Facilities/Outdoors,-7.892042,-42.08121
"Private outdoor pool - available seasonally, heated",Facilities/Outdoors,-10.685862,-43.44281
"Private outdoor pool - available seasonally, open 24 hours",Facilities/Outdoors,-11.070175,-51.490536
"Private outdoor pool - available seasonally, open 24 hours, heated",Facilities/Outdoors,-10.617335,-45.34947
"Private outdoor pool - available seasonally, open 24 hours, heated, pool cover, saltwater",Facilities/Outdoors,-16.133352,-45.454777
"Private outdoor pool - available seasonally, open 24 hours, lap pool",Facilities/Outdoors,-13.686665,-49.57526
"Private outdoor pool - available seasonally, open 24 hours, lap pool, olympic-sized, pool cover",Facilities/Outdoors,-14.466973,-48.798893
"Private outdoor pool - available seasonally, open 24 hours, lap pool, pool cover",Facilities/Outdoors,-14.355139,-48.9448
"Private outdoor pool - available seasonally, open 24 hours, pool cover",Facilities/Outdoors,-14.770696,-49.02491
"Private outdoor pool - available seasonally, open 24 hours, pool cover, pool toys",Facilities/Outdoors,-15.901932,-34.496838
"Private outdoor pool - available seasonally, open 24 hours, pool cover, saltwater",Facilities/Outdoors,-16.719149,-45.17105
"Private outdoor pool - available seasonally, open 24 hours, pool cover, water slide",Facilities/Outdoors,-15.097895,-48.33962
"Private outdoor pool - available seasonally, open 24 hours, pool toys",Facilities/Outdoors,-16.28266,-33.953056
"Private outdoor pool - available seasonally, open 24 hours, rooftop",Facilities/Outdoors,-9.63993,-49.058273
"Private outdoor pool - available seasonally, open 24 hours, saltwater",Facilities/Outdoors,-17.240854,-44.976562
"Private outdoor pool - available seasonally, open specific hours",Facilities/Outdoors,-10.428447,-51.736893
"Private outdoor pool - available seasonally, open specific hours, heated",Facilities/Outdoors,-10.51683,-45.422565
"Private outdoor pool - available seasonally, open specific hours, heated, pool cover, pool toys",Facilities/Outdoors,-15.487383,-34.804955
"Private outdoor pool - available seasonally, open specific hours, heated, saltwater",Facilities/Outdoors,-16.844065,-45.52064
"Private outdoor pool - available seasonally, open specific hours, infinity, pool cover",Facilities/Outdoors,-15.000859,-49.550797
"Private outdoor pool - available seasonally, open specific hours, pool cover",Facilities/Outdoors,-14.959158,-49.42582
"Private outdoor pool - available seasonally, open specific hours, pool cover, pool toys",Facilities/Outdoors,-15.713509,-34.464413
"Private outdoor pool - available seasonally, open specific hours, pool cover, saltwater",Facilities/Outdoors,-16.757624,-45.20072
"Private outdoor pool - available seasonally, open specific hours, rooftop",Facilities/Outdoors,-9.5426235,-49.080914
"Private outdoor pool - available seasonally, open specific hours, saltwater",Facilities/Outdoors,-17.220222,-45.121838
"Private outdoor pool - available seasonally, pool cover",Facilities/Outdoors,-9.420544,-41.16615
"Private outdoor pool - available seasonally, pool cover, pool toys",Facilities/Outdoors,-14.1732,-35.46055
"Private outdoor pool - available seasonally, saltwater",Facilities/Outdoors,-13.460618,-41.127064
Private outdoor pool - heated,Facilities/Outdoors,8.229791,-45.07225
"Private outdoor pool - heated, infinity",Facilities/Outdoors,9.113218,-45.592228
"Private outdoor pool - heated, infinity, saltwater",Facilities/Outdoors,8.231463,-43.604053
"Private outdoor pool - heated, lap pool, saltwater",Facilities/Outdoors,7.9492044,-43.296185
"Private outdoor pool - heated, pool cover",Facilities/Outdoors,6.8108215,-44.993195
"Private outdoor pool - heated, pool cover, saltwater",Facilities/Outdoors,7.5938973,-43.630753
"Private outdoor pool - heated, saltwater",Facilities/Outdoors,8.121891,-43.409958
Private outdoor pool - infinity,Facilities/Outdoors,3.0612173,-38.81377
"Private outdoor pool - infinity, saltwater",Facilities/Outdoors,2.3337421,-39.885166
Private outdoor pool - lap pool,Facilities/Outdoors,3.7033339,-38.120224
"Private outdoor pool - lap pool, saltwater",Facilities/Outdoors,2.3201237,-40.322315
Private outdoor pool - open 24 hours,Facilities/Outdoors,-12.508428,-57.54482
"Private outdoor pool - open 24 hours, heated",Facilities/Outdoors,-12.632678,-56.50692
"Private outdoor pool - open 24 hours, infinity, lap pool, rooftop",Facilities/Outdoors,-11.961831,-59.71824
"Private outdoor pool - open 24 hours, pool cover",Facilities/Outdoors,-12.911179,-57.39529
"Private outdoor pool - open 24 hours, pool cover, saltwater",Facilities/Outdoors,-13.638364,-57.329666
"Private outdoor pool - open 24 hours, saltwater",Facilities/Outdoors,-13.587867,-57.377377
"Private outdoor pool - open 24 hours, water slide",Facilities/Outdoors,-12.768381,-57.636497
Private outdoor pool - open specific hours,Facilities/Outdoors,-9.577614,-58.348293
"Private outdoor pool - open specific hours, pool toys, rooftop",Facilities/Outdoors,-16.072163,-32.657253
Private outdoor pool - pool cover,Facilities/Outdoors,4.052588,-43.265606
"Private outdoor pool - pool cover, saltwater",Facilities/Outdoors,3.3360705,-42.548637
Private outdoor pool - pool toys,Facilities/Outdoors,-12.072783,-34.892784
"Private outdoor pool - pool toys, saltwater",Facilities/Outdoors,-12.818767,-35.058086
Private outdoor pool - rooftop,Facilities/Outdoors,-1.9676983,-41.259132
Private outdoor pool - saltwater,Facilities/Outdoors,2.2266548,-40.28183
Private patio or balcony,Other,9.971624,-31.555984
Private pool,Facilities/Outdoors,3.2333305,-36.691925
Private pool - ,Facilities/Outdoors,3.2093008,-36.63707
Private pool - available all year,Facilities/Outdoors,-7.705253,-44.163177
"Private pool - available all year, heated",Facilities/Outdoors,-10.667882,-43.42849
"Private pool - available all year, open 24 hours",Facilities/Outdoors,-11.1914215,-53.24913
"Private pool - available all year, open 24 hours, heated, pool cover",Facilities/Outdoors,-12.197488,-46.728203
"Private pool - available all year, open 24 hours, heated, pool cover, pool toys",Facilities/Outdoors,-15.841591,-36.83221
"Private pool - available all year, open 24 hours, heated, pool cover, pool toys, saltwater, water slide",Facilities/Outdoors,-16.253773,-37.15588
"Private pool - available all year, open 24 hours, heated, pool cover, rooftop",Facilities/Outdoors,-11.017328,-47.36192
"Private pool - available all year, open 24 hours, lap pool, saltwater",Facilities/Outdoors,-16.832443,-42.741013
"Private pool - available all year, open 24 hours, pool cover",Facilities/Outdoors,-12.484385,-47.763233
"Private pool - available all year, open 24 hours, pool toys",Facilities/Outdoors,-17.34956,-34.208885
"Private pool - available all year, open 24 hours, saltwater",Facilities/Outdoors,-16.997198,-42.937286
"Private pool - available all year, open specific hours",Facilities/Outdoors,-10.442407,-54.20164
"Private pool - available all year, open specific hours, lap pool",Facilities/Outdoors,-12.045218,-53.29662
"Private pool - available all year, pool cover",Facilities/Outdoors,-9.372659,-42.21731
"Private pool - available all year, saltwater",Facilities/Outdoors,-13.570542,-40.94241
Private pool - available seasonally,Facilities/Outdoors,-7.2634225,-45.269783
"Private pool - available seasonally, open 24 hours",Facilities/Outdoors,-10.274069,-52.742085
"Private pool - available seasonally, open 24 hours, pool cover, saltwater",Facilities/Outdoors,-17.417265,-44.813892
"Private pool - available seasonally, open specific hours",Facilities/Outdoors,-9.601749,-53.174816
Private pool - heated,Facilities/Outdoors,8.538078,-45.012424
"Private pool - heated, infinity",Facilities/Outdoors,9.408731,-45.513546
"Private pool - heated, saltwater",Facilities/Outdoors,8.3947115,-43.455883
Private pool - infinity,Facilities/Outdoors,2.3204987,-37.464535
Private pool - open 24 hours,Facilities/Outdoors,-12.1324005,-57.579666
"Private pool - open 24 hours, rooftop",Facilities/Outdoors,-11.915933,-59.710606
Private pool - pool cover,Facilities/Outdoors,4.188456,-43.34298
"Private pool - pool cover, pool toys",Facilities/Outdoors,-12.300014,-35.243248
Private pool - pool toys,Facilities/Outdoors,-11.984917,-35.013927
Private pool - saltwater,Facilities/Outdoors,2.0426376,-40.132053
Private sauna,Facilities/Outdoors,-1.6177574,-29.444653
Privately made glycerine hand soap and liquid hand soap body soap,Bathroom/Bedroom,-7.136688,77.93054
Privileg refrigerator,Kitchen/Dining,1.361242,5.423877
Projector and screen,Other,-38.477123,18.967716
Property manager,Other,23.81161,17.42035
Propr body soap,Bathroom/Bedroom,3.9067652,69.96665
Propr conditioner,Other,30.669046,22.822443
Protein Plus conditioner,Other,30.395737,26.506607
Protein Plus shampoo,Bathroom/Bedroom,35.181927,52.864204
Protex  body soap,Bathroom/Bedroom,-10.853512,69.2943
Protex Detol Lux body soap,Bathroom/Bedroom,-11.06108,68.98334
Protex body soap,Bathroom/Bedroom,-10.853512,69.29545
"Protex, sunlight or lux body soap",Bathroom/Bedroom,-11.918564,68.68582
Proudly South Africa body soap,Bathroom/Bedroom,11.906595,77.38773
Provenance body soap,Kitchen/Dining,4.5222087,60.49784
Provided  body soap,Bathroom/Bedroom,3.9713519,64.24001
Provided conditioner,Other,29.499926,23.137165
Pump soap body soap,Bathroom/Bedroom,-0.019623863,67.08169
Pure Soap - Fragrance and Colour free glycerine soap body soap,Bathroom/Bedroom,-6.6233573,76.84846
Pure Soap body soap,Bathroom/Bedroom,2.314207,67.982285
Pure body soap,Bathroom/Bedroom,2.915457,67.83214
Quality hospitality brand body soap,Bathroom/Bedroom,-3.993938,56.783794
Quality hospitality brand conditioner,Other,20.89776,26.264397
Quality refrigerator,Kitchen/Dining,2.7602386,5.9268465
RR body soap,Bathroom/Bedroom,4.50342,61.92708
RR shampoo,Bathroom/Bedroom,35.498177,54.859196
Radiant heating,Climate Control,22.56221,-16.535013
Radio & cd player sound system,Entertainment/Tech,-41.38233,39.107674
"Radio, CD and cassette tape player combination sound system",Entertainment/Tech,-41.39997,39.089676
Radix body soap,Bathroom/Bedroom,-13.021935,76.40344
Radox  body soap,Bathroom/Bedroom,-12.979758,76.32019
Radox  conditioner,Other,32.171764,23.300554
Radox Body wash body soap,Bathroom/Bedroom,-12.6466255,76.28309
Radox Bodywash body soap,Bathroom/Bedroom,-12.7027235,76.29865
Radox Shower gel body soap,Bathroom/Bedroom,-12.960703,53.41264
Radox and Dove body soap,Bathroom/Bedroom,-13.392239,76.112076
Radox body soap,Bathroom/Bedroom,-12.979758,76.32019
Radox or similar  body soap,Bathroom/Bedroom,-12.978088,76.342285
Rain body soap,Bathroom/Bedroom,7.9912167,64.08648
Rain conditioner,Other,35.998463,21.710575
Random body soap,Bathroom/Bedroom,2.515647,64.68985
Random conditioner,Other,29.156485,20.539677
Random shampoo,Bathroom/Bedroom,36.93758,55.053665
Rebul body soap,Bathroom/Bedroom,-5.306727,66.050026
Rebul shampoo,Bathroom/Bedroom,32.46346,51.973793
Record player,Other,-39.57379,38.32739
Reese shampoo,Bathroom/Bedroom,14.049136,42.1694
Refrigerator,Kitchen/Dining,2.8180835,4.606111
Refrigerator  refrigerator,Kitchen/Dining,1.9843332,6.3305397
Refrigerator and two vegetable chiller drawers refrigerator,Kitchen/Dining,-1.1055315,9.237471
Refrigerator refrigerator,Kitchen/Dining,1.9843332,6.3305397
Refrigerator with freezer compartment refrigerator,Kitchen/Dining,-1.0145247,8.417812
Regular brand conditioner,Other,24.091345,27.17422
Renew body soap,Bathroom/Bedroom,-5.192557,67.35725
Renew conditioner,Other,32.642845,21.360744
Renew conditioner 0and shampoo shampoo,Bathroom/Bedroom,46.12871,39.772438
Renew conditioner and shampoo conditioner,Bathroom/Bedroom,46.0035,39.524727
Renew shampoo,Bathroom/Bedroom,46.286663,40.105186
Resort access,Climate Control,2.431851,-29.565975
Resort view,Other,2.9758716,-29.464537
Rest Easy body butter body soap,Bathroom/Bedroom,10.000407,58.465218
Rest Easy body soap,Bathroom/Bedroom,9.893881,58.557316
Rest Easy coco butter  body soap,Bathroom/Bedroom,10.135521,58.344036
Rest Easy coco butter  conditioner,Other,27.071438,36.24581
Rest Easy coco butter  shampoo,Bathroom/Bedroom,31.194519,49.959297
Rest Easy shampoo,Bathroom/Bedroom,31.938093,50.716267
Rest easy  conditioner,Other,26.617966,34.630947
Rest easy body soap,Bathroom/Bedroom,9.893881,58.557316
Rest easy conditioner,Other,26.617966,34.630947
Rest easy shampoo,Bathroom/Bedroom,31.938267,50.715652
Revlon shampoo,Bathroom/Bedroom,36.25454,58.2264
Rice maker,Other,18.928444,-10.054949
Ritual body soap,Bathroom/Bedroom,9.842552,68.219536
Rituals body soap,Bathroom/Bedroom,9.843947,68.22642
Rituals conditioner,Other,29.408182,26.429237
Rituals shampoo,Bathroom/Bedroom,32.89192,55.131195
River view,Other,6.048612,-30.342205
Riversong body soap,Bathroom/Bedroom,5.623188,66.37667
Rockit sound system with aux,Entertainment/Tech,-44.080868,42.619976
Rooibos & Cinnamon based shampoo shampoo,Bathroom/Bedroom,38.757065,41.726917
Rooibos & Honey based conditioner conditioner,Other,37.286236,33.276356
Rooibos & Honey-based conditioner conditioner,Other,37.284855,33.282547
Rooibos Organic body soap,Bathroom/Bedroom,7.450399,75.43109
Rooibos Organic shampoo,Bathroom/Bedroom,38.922863,41.77855
Rooibos Organics conditioner,Other,37.37224,32.078453
Rooibos body soap,Bathroom/Bedroom,7.4724483,75.33241
Rooibos liquid soap body soap,Bathroom/Bedroom,7.450026,75.335144
Rooibos organics body soap,Bathroom/Bedroom,7.4576387,75.44398
Rooisbos Organic conditioner,Other,37.362923,32.055893
Room-darkening shades,Other,24.23474,15.005359
Rosiere stainless steel gas stove,Kitchen/Dining,51.363956,-16.576267
Rosieres  stainless steel double oven,Kitchen/Dining,45.849194,4.8604097
Rosieres double oven,Kitchen/Dining,45.540146,5.9223723
Rosieres double oven with 5 gas burner stainless steel oven,Kitchen/Dining,45.71708,4.682525
Rosieres gas stove,Kitchen/Dining,51.18834,-17.218937
Rosieres oven,Kitchen/Dining,45.5425,6.0098777
Rosieres stainless steel gas stove,Kitchen/Dining,51.354923,-16.559578
Rosieres stainless steel single oven,Kitchen/Dining,46.04093,4.8537893
Rosieriers stainless steel stove,Kitchen/Dining,51.286957,-16.516554
Rosiers electric stove,Kitchen/Dining,51.072063,-17.305126
Rosières stainless steel single oven,Kitchen/Dining,46.041065,4.8536954
Rotel surround sound Bluetooth Speaker sound system,Entertainment/Tech,-48.868923,57.323566
Rotel surround sound Bluetooth sound system,Entertainment/Tech,-48.87623,57.32385
Rotel with B&W speakers Bluetooth sound system,Entertainment/Tech,-48.903774,57.368904
Rotisserie large exclusive Rosiéres multi functio stainless steel single oven,Kitchen/Dining,46.351078,4.8900537
Roundtrip airport transfer,Other,-31.106066,-52.30596
Russel Hobbs  oven,Kitchen/Dining,38.136066,-5.1839223
Russel Hobbs stainless steel oven,Kitchen/Dining,38.414886,-5.1467023
Russel Hobs stainless steel oven,Kitchen/Dining,38.803074,-5.067174
Russell Hobbs 2 plate stove top electric stove,Kitchen/Dining,66.09174,-21.819654
Russell Hobbs Air fryer oven,Kitchen/Dining,25.972204,-1.5942335
Russell Hobbs electric stove,Kitchen/Dining,66.121796,-21.69997
Russell Hobbs induction stove,Kitchen/Dining,66.28686,-21.592175
Russell Hobbs oven,Kitchen/Dining,37.99096,-5.192779
S Meg oven,Kitchen/Dining,41.22237,-8.311815
SAMSUNG  refrigerator,Kitchen/Dining,-9.023919,8.5322
SAMSUNG BESPOKE 35L CONVECTION MICROWAVE OVEN oven,Kitchen/Dining,27.392855,-8.7235565
SAMSUNG DOUBLE DOOR refrigerator,Kitchen/Dining,-8.8866625,14.806282
SAMSUNG TV sound system with Bluetooth and aux,Entertainment/Tech,-38.35422,52.71614
SAMSUNG WITH ICEMAKER refrigerator,Kitchen/Dining,-10.191831,9.836595
SAMSUNG refrigerator,Kitchen/Dining,-9.024043,8.531957
SAMSUNG sound system with Bluetooth and aux,Entertainment/Tech,-38.724182,52.177856
SAMSUNG sound system with aux,Entertainment/Tech,-42.01925,44.501595
"SAMSUNG, WITH ICE DISPENSER refrigerator",Kitchen/Dining,-10.4915495,9.69801
SCENT body soap,Bathroom/Bedroom,-2.523481,71.12269
SCENT conditioner,Other,27.290537,31.527258
SCENT shampoo,Bathroom/Bedroom,32.252064,56.169617
SIEMANS refrigerator,Kitchen/Dining,8.858651,5.5221105
SIEMENS electric stove,Kitchen/Dining,63.386833,-14.910961
SIEMENS gas stove,Kitchen/Dining,62.789894,-15.258434
SIEMENS induction stove,Kitchen/Dining,68.73465,-16.424341
SIEMENS oven,Kitchen/Dining,37.29476,0.10766281
SIEMENS refrigerator,Kitchen/Dining,4.7432046,13.457634
SIEMENS stainless steel electric stove,Kitchen/Dining,62.34169,-14.134503
SIEMENS stainless steel gas stove,Kitchen/Dining,62.041386,-14.634818
SIEMENS stainless steel induction stove,Kitchen/Dining,69.003685,-15.817112
SIEMENS stainless steel oven,Kitchen/Dining,36.39383,0.015967516
SMEG  gas stove,Kitchen/Dining,61.890198,-1.3989832
SMEG  oven,Kitchen/Dining,53.267303,5.4627004
SMEG  oven stainless steel single oven,Kitchen/Dining,51.460415,2.7037604
SMEG  refrigerator,Kitchen/Dining,11.96065,10.9991665
SMEG  single oven,Kitchen/Dining,52.219643,6.2305737
SMEG  stainless steel double oven,Kitchen/Dining,50.619328,3.7022898
SMEG  stainless steel gas stove,Kitchen/Dining,61.79261,-3.7450345
SMEG  stainless steel induction stove,Kitchen/Dining,65.00305,-4.8117003
SMEG  stainless steel oven,Kitchen/Dining,52.947247,2.6005125
SMEG & Siemens stainless steel oven,Kitchen/Dining,52.94851,3.1943328
SMEG (Gas) stainless steel oven,Kitchen/Dining,54.543674,2.278184
SMEG - GAS HOB ELECTRIC OVEN stove,Kitchen/Dining,62.068226,1.0565821
"SMEG 5 plate gas hob , electric oven  gas stove",Kitchen/Dining,62.390846,0.9925511
SMEG OVEN stainless steel oven,Kitchen/Dining,52.903168,2.4374845
SMEG double oven,Kitchen/Dining,51.466656,5.677151
SMEG electric oven stainless steel oven,Kitchen/Dining,53.434948,2.1412609
SMEG electric stove,Kitchen/Dining,63.06924,-1.2031506
SMEG gas oven  stainless steel oven,Kitchen/Dining,54.66921,2.1983168
SMEG gas stove,Kitchen/Dining,61.890198,-1.3989832
SMEG gas with 6 burners and an oven stainless steel gas stove,Kitchen/Dining,61.183533,-1.7449225
SMEG induction stove,Kitchen/Dining,65.2415,-4.060289
SMEG large capacity fridge and freezer refrigerator,Kitchen/Dining,12.029001,12.046438
SMEG oven,Kitchen/Dining,53.267303,5.4627004
SMEG refrigerator,Kitchen/Dining,11.96065,10.9991665
SMEG single oven,Kitchen/Dining,52.21957,6.2306147
SMEG stainless steel double oven,Kitchen/Dining,50.619637,3.701682
SMEG stainless steel electric stove,Kitchen/Dining,62.98495,-3.9666278
SMEG stainless steel gas stove,Kitchen/Dining,61.792053,-3.7449703
SMEG stainless steel induction stove,Kitchen/Dining,65.00234,-4.8115516
SMEG stainless steel oven,Kitchen/Dining,52.947247,2.6005125
SMEG stainless steel single oven,Kitchen/Dining,51.525494,2.7466016
SMEG stainless steel stove,Kitchen/Dining,62.728123,-3.911075
SMEG stove,Kitchen/Dining,62.617844,-1.2983072
SMEG with small freezer compartment  refrigerator,Kitchen/Dining,12.062687,11.813046
"SMEG, a large SMEG refigerator with freezer refrigerator",Kitchen/Dining,12.015883,11.630084
SMEG--GAS HOB AND ELECTRIC OVEN stainless steel gas stove,Kitchen/Dining,61.820583,1.2311137
SMEG.  Gas Hob.  Electric oven stainless steel stove,Kitchen/Dining,60.852486,1.0207962
SMEG.  Gas Hob. Electric oven stainless steel oven,Kitchen/Dining,55.28057,2.893696
SME’s stainless steel oven,Kitchen/Dining,52.418888,1.6973403
SONOS Bluetooth sound system,Entertainment/Tech,-34.99023,45.40703
SONOS sound system,Entertainment/Tech,-35.49461,42.951305
SONOS sound system with Bluetooth and aux,Entertainment/Tech,-35.901096,45.40931
SONY Bluetooth sound system,Entertainment/Tech,-42.37345,52.521046
SONY sound system with aux,Entertainment/Tech,-42.321682,42.336823
SWISS refrigerator,Kitchen/Dining,6.8327794,6.062263
Safe,Safety,20.454914,-24.167562
Salex body soap,Bathroom/Bedroom,2.0011883,59.72458
Salon Professional conditioner,Other,24.786524,32.355484
